"URls","HTTP Status Code"
"https://www.washingtonpost.com/news/made-by-history/wp/2017/09/25/it-shouldnt-surprise-anyone-that-susan-collins-opposes-the-gops-latest-obamacare-repeal-effort/?utm_term=.b030d4973fa2","200"
"https://www.washingtonpost.com/opinions/congress-should-reject-the-bad-iran-deal/2015/08/17/0c983c78-44f3-11e5-8ab4-c73967a143d3_story.html?utm_term=.a3eda4440178","200"
"https://www.washingtonpost.com/amphtml/news/in-sight/wp/2017/09/29/finding-race-and-compassion-in-the-mississippi-delta/","200"
"https://www.washingtonpost.com/blogs/fact-checker","301"
"https://www.washingtonpost.com/terms-of-service/2011/11/18/gIQAldiYiN_story.html","200"
"https://www.washingtonpost.com/terms-of-sale-for-digital-products/2014/05/06/b7763844-cbf9-11e3-93eb-6c0037dde2ad_story.html","200"
"https://www.washingtonpost.com/news/ask-the-post/discussion-and-submission-guidelines/","200"
"https://www.washingtonpost.com/how-can-i-opt-out-of-online-advertising-cookies/2011/11/18/gIQABECbiN_story.html","200"
"https://www.washingtonpost.com/terms-of-sale-for-print-products/2014/05/08/d60c4bc8-d6c0-11e3-aae8-c2d44bd79778_story.html","200"
"https://www.washingtonpost.com/wp-srv/interactivity/get-a-badge.html","302"
"https://www.washingtonpost.com/pb/gr/ro/default-article/rzYuaX1ln2Mktq/css/487b79916b.css?_=f2afc","200"
"https://www.washingtonpost.com/blogs/ask-the-post/discussion-and-submission-guidelines/","301"
"https://www.washingtonpost.com/news/in-sight/wp/2017/09/27/showing-the-human-side-of-seal-hunting/?utm_term=.a9ea14eb1a8c","200"
"https://www.washingtonpost.com/rss-terms-of-service/2012/01/16/gIQAadFYAQ_story.html","200"
"https://www.washingtonpost.com/pb/gr/p/default-article/rzYuaX1ln2Mktq/style.css?_=089b5","200"
"https://www.washingtonpost.com/lifestyle/travel/faa-bans-drone-flights-near-major-us-landmarks/2017/09/28/da2898ba-a4b7-11e7-b573-8ec86cdfe1ed_story.html","200"
"https://www.washingtonpost.com/news/arts-and-entertainment/wp/2017/09/29/stephen-colbert-asked-celebrities-to-tweet-their-awkward-childhood-photos-for-charity-behold/?tid=pm_lifestyle_pop","200"
"https://www.washingtonpost.com/lifestyle/travel/evacuations-from-bali-volcano-swell-to-more-than-57000/2017/09/25/41b420e0-a25a-11e7-b573-8ec86cdfe1ed_story.html","200"
"https://www.washingtonpost.com/people/andrea-sachs","301"
"https://www.washingtonpost.com/people/christopher-elliott/","200"
